base,target,kind,a_start,a_size,b_start,b_size
US,JP,structure-only,2147662264,216,2147668916,216
US,JP,structure-only,2147662480,284,2147669132,284
US,JP,structure-only,2147662764,752,2147669416,752
US,JP,structure-only,2147663516,752,2147670168,752
US,JP,structure-only,2147664392,324,2147671044,324
US,JP,structure-only,2147665168,316,2147671820,316
US,JP,structure-only,2147665484,312,2147672136,312
US,JP,structure-only,2147665796,292,2147672448,292
US,JP,structure-only,2147666200,400,2147672852,400
US,JP,structure-only,2147666600,56,2147673252,56
US,JP,structure-only,2147666656,100,2147673308,100
US,JP,structure-only,2147666756,112,2147673408,112
US,JP,structure-only,2147668216,432,2147675060,432
US,JP,structure-only,2147668656,68,2147675500,68
US,JP,structure-only,2147669260,72,2147676108,72
US,JP,structure-only,2147671116,96,2147678032,96
US,JP,structure-only,2147671412,212,2147678472,212
US,JP,structure-only,2147674188,372,2147681328,372
US,JP,structure-only,2147674808,300,2147681948,300
US,JP,structure-only,2147675108,1272,2147682248,1272
US,JP,structure-only,2147676380,1304,2147683520,1304
US,JP,structure-only,2147679332,708,2147686500,708
US,JP,structure-only,2147680040,1424,2147687208,1424
US,JP,structure-only,2147681464,660,2147688632,660
US,JP,structure-only,2147682124,44,2147689292,44
US,JP,structure-only,2147682168,244,2147689336,244
US,JP,structure-only,2147682412,120,2147689580,120
US,JP,structure-only,2147682532,192,2147689700,192
US,JP,structure-only,2147682724,260,2147689892,260
US,JP,structure-only,2147682984,44,2147690152,44
US,JP,structure-only,2147683028,1024,2147690196,1024
US,JP,structure-only,2147684716,252,2147691884,252
US,JP,structure-only,2147684968,532,2147692136,532
US,JP,structure-only,2147686780,296,2147693948,296
US,JP,structure-only,2147687076,172,2147694244,172
US,JP,structure-only,2147687248,140,2147694416,140
US,JP,structure-only,2147688164,248,2147695332,248
US,JP,structure-only,2147688884,400,2147696052,400
US,JP,structure-only,2147690240,220,2147697408,220
US,JP,structure-only,2147690460,80,2147697628,80
US,JP,structure-only,2147690540,804,2147697708,804
US,JP,structure-only,2147691556,268,2147698672,268
US,JP,structure-only,2147691824,144,2147698940,144
US,JP,structure-only,2147691968,572,2147699084,572
US,JP,structure-only,2147692540,268,2147699656,268
US,JP,structure-only,2147692808,528,2147699924,528
US,JP,structure-only,2147693684,128,2147700864,128
US,JP,structure-only,2147693812,124,2147700992,124
US,JP,structure-only,2147693936,108,2147701116,108
US,JP,structure-only,2147694044,52,2147701224,52
US,JP,structure-only,2147698804,116,2147706076,116
US,JP,structure-only,2147698920,32,2147706192,32
US,JP,structure-only,2147698920,32,2147706248,32
US,JP,structure-only,2147698920,32,2147706280,32
US,JP,structure-only,2147698952,24,2147706224,24
US,JP,structure-only,2147698976,32,2147706192,32
US,JP,structure-only,2147698976,32,2147706248,32
US,JP,structure-only,2147698976,32,2147706280,32
US,JP,structure-only,2147699008,32,2147706192,32
US,JP,structure-only,2147699008,32,2147706248,32
US,JP,structure-only,2147699008,32,2147706280,32
US,JP,structure-only,2147699140,100,2147706420,100
US,JP,structure-only,2147699240,288,2147706520,288
US,JP,structure-only,2147711936,480,2147718836,480
US,JP,structure-only,2147719676,976,2147725024,976
US,JP,structure-only,2147720856,272,2147726204,272
US,JP,structure-only,2147721908,328,2147727292,328
US,JP,structure-only,2147726132,264,2147731644,264
US,JP,structure-only,2147727668,2208,2147733180,2208
US,JP,structure-only,2147730712,116,2147736264,116
US,JP,structure-only,2147733608,284,2147739648,284
US,JP,structure-only,2147734756,92,2147740796,92
US,JP,structure-only,2147735272,72,2147741312,72
US,JP,structure-only,2147736848,156,2147743000,156
US,JP,structure-only,2147739456,204,2147746140,204
US,JP,structure-only,2147740268,64,2147746952,64
US,JP,structure-only,2147740332,1028,2147747016,1028
US,JP,structure-only,2147741360,76,2147748044,76
US,JP,structure-only,2147741436,1336,2147748120,1336
US,JP,structure-only,2147742772,88,2147749456,88
US,JP,structure-only,2147743120,3448,2147749804,3448
US,JP,structure-only,2147746568,1352,2147753252,1352
US,JP,structure-only,2147747920,104,2147754604,104
US,JP,structure-only,2147753092,376,2147759712,376
US,JP,structure-only,2147753504,124,2147760124,124
US,JP,structure-only,2147753628,104,2147760248,104
US,JP,structure-only,2147753972,104,2147760592,104
US,JP,structure-only,2147754076,560,2147760696,560
US,JP,structure-only,2147760424,400,2147767044,400
US,JP,structure-only,2147760824,332,2147767444,332
US,JP,structure-only,2147761168,276,2147767788,276
US,JP,structure-only,2147761444,504,2147768064,504
US,JP,structure-only,2147761988,72,2147768608,72
US,JP,structure-only,2147762096,124,2147768716,124
US,JP,structure-only,2147762220,44,2147768840,44
US,JP,structure-only,2147762264,48,2147768884,48
US,JP,structure-only,2147762336,496,2147768956,496
US,JP,structure-only,2147762848,584,2147769468,584
US,JP,structure-only,2147763432,2576,2147770052,2576
US,JP,structure-only,2147766160,104,2147772780,104
US,JP,structure-only,2147767948,292,2147774568,292
US,JP,structure-only,2147768240,572,2147774860,572
US,JP,structure-only,2147772428,388,2147779096,388
US,JP,structure-only,2147773488,1028,2147780156,1028
US,JP,structure-only,2147775024,160,2147781692,160
US,JP,structure-only,2147777112,780,2147783892,780
US,JP,structure-only,2147777892,444,2147784672,444
US,JP,structure-only,2147778336,152,2147785116,152
US,JP,structure-only,2147778552,1492,2147785332,1492
US,JP,structure-only,2147780044,788,2147786824,788
US,JP,structure-only,2147780832,336,2147787612,336
US,JP,structure-only,2147781168,880,2147787948,880
US,JP,structure-only,2147782048,68,2147788828,68
US,JP,structure-only,2147782116,72,2147788896,72
US,JP,structure-only,2147782364,48,2147789176,48
US,JP,structure-only,2147789320,88,2147797024,88
US,JP,structure-only,2147797736,988,2147807976,988
US,JP,structure-only,2147798724,1872,2147808964,1872
US,JP,structure-only,2147800596,672,2147810836,672
US,JP,structure-only,2147801268,760,2147811508,760
US,JP,structure-only,2147802028,152,2147812268,152
US,JP,structure-only,2147802180,280,2147812420,280
US,JP,structure-only,2147802460,396,2147812700,396
US,JP,structure-only,2147802856,276,2147813096,276
US,JP,structure-only,2147803132,228,2147813372,228
US,JP,structure-only,2147809752,860,2147820548,860
US,JP,structure-only,2147810612,1832,2147821408,1832
US,JP,structure-only,2147812444,204,2147823240,204
US,JP,structure-only,2147812648,300,2147823444,300
US,JP,structure-only,2147812948,396,2147823744,396
US,JP,structure-only,2147814136,296,2147824940,296
US,JP,structure-only,2147814432,588,2147825236,588
US,JP,structure-only,2147815020,172,2147825824,172
US,JP,structure-only,2147815192,172,2147825996,172
US,JP,structure-only,2147815192,172,2147826168,172
US,JP,structure-only,2147815192,172,2147826340,172
US,JP,structure-only,2147815364,172,2147825996,172
US,JP,structure-only,2147815364,172,2147826168,172
US,JP,structure-only,2147815364,172,2147826340,172
US,JP,structure-only,2147815536,172,2147825996,172
US,JP,structure-only,2147815536,172,2147826168,172
US,JP,structure-only,2147815536,172,2147826340,172
US,JP,structure-only,2147815708,164,2147826512,164
US,JP,structure-only,2147815872,1260,2147826676,1260
US,JP,structure-only,2147817132,1464,2147827936,1464
US,JP,structure-only,2147818596,448,2147829400,448
US,JP,structure-only,2147819044,1068,2147829848,1068
US,JP,structure-only,2147820112,628,2147830916,628
US,JP,structure-only,2147820740,2772,2147831544,2772
US,JP,structure-only,2147828376,196,2147839740,196
US,JP,structure-only,2147828572,768,2147839936,768
US,JP,structure-only,2147829340,940,2147840704,940
US,JP,structure-only,2147830392,388,2147841756,388
US,JP,structure-only,2147830780,1272,2147842144,1272
US,JP,structure-only,2147832484,1160,2147843816,1160
US,JP,structure-only,2147836448,220,2147847784,220
US,JP,structure-only,2147840720,332,2147852348,332
US,JP,structure-only,2147841052,1128,2147852680,1128
US,JP,structure-only,2147842180,960,2147853808,960
US,JP,structure-only,2147846296,176,2147857928,176
US,JP,structure-only,2147846472,280,2147858104,280
US,JP,structure-only,2147847244,224,2147858900,224
US,JP,structure-only,2147847468,404,2147859124,404
US,JP,structure-only,2147847872,148,2147859528,148
US,JP,structure-only,2147848448,580,2147860104,580
US,JP,structure-only,2147849028,532,2147860684,532
US,JP,structure-only,2147849560,552,2147861216,552
US,JP,structure-only,2147850112,664,2147861768,664
US,JP,structure-only,2147850776,4364,2147862432,4364
US,JP,structure-only,2147855140,216,2147866796,216
US,JP,structure-only,2147856760,920,2147868672,920
US,JP,structure-only,2147858104,104,2147870016,104
US,JP,structure-only,2147858208,2560,2147870120,2560
US,JP,structure-only,2147860768,344,2147872680,344
US,JP,structure-only,2147864784,328,2147876728,328
US,JP,structure-only,2147865112,492,2147877056,492
US,JP,structure-only,2147865604,3328,2147877548,3328
US,JP,structure-only,2147869204,3104,2147881148,3104
US,JP,structure-only,2147872308,2664,2147884252,2664
US,JP,structure-only,2147875660,2316,2147887604,2316
US,JP,structure-only,2147878448,2268,2147890392,2268
US,JP,structure-only,2147880716,1404,2147892660,1404
US,JP,structure-only,2147887988,800,2147899960,800
US,JP,structure-only,2147888788,1952,2147900760,1952
US,JP,structure-only,2147891508,672,2147903616,672
US,JP,structure-only,2147892180,748,2147904288,748
US,JP,structure-only,2147892928,916,2147905036,916
US,JP,structure-only,2147893844,636,2147905952,636
US,JP,structure-only,2147894480,152,2147906588,152
US,JP,structure-only,2147896292,84,2147908416,84
US,JP,structure-only,2147897236,820,2147909484,820
US,JP,structure-only,2147898056,324,2147910304,324
US,JP,structure-only,2147898380,4824,2147910628,4824
US,JP,structure-only,2147903356,1332,2147915604,1332
US,JP,structure-only,2147904688,1280,2147916936,1280
US,JP,structure-only,2147905968,1568,2147918216,1568
US,JP,structure-only,2147907536,1916,2147919784,1916
US,JP,structure-only,2147909452,1192,2147921700,1192
US,JP,structure-only,2147911088,148,2147923336,148
US,JP,structure-only,2147911236,3136,2147923484,3136
US,JP,structure-only,2147914372,2348,2147926620,2348
US,JP,structure-only,2147950568,144,2147975052,144
US,JP,structure-only,2147952048,708,2147976532,708
US,JP,structure-only,2147952756,164,2147977240,164
US,JP,structure-only,2147952920,668,2147977404,668
US,JP,structure-only,2147964864,204,2147979116,204
US,JP,structure-only,2147965136,368,2147979388,368
US,JP,structure-only,2147965504,352,2147979756,352
US,JP,structure-only,2147968528,448,2147982780,448
US,JP,structure-only,2147969440,904,2147983692,904
US,JP,structure-only,2147970344,488,2147984596,488
US,JP,structure-only,2147973436,168,2147986080,168
US,JP,structure-only,2147973604,112,2147986248,112
US,JP,structure-only,2147975304,672,2147987676,672
US,JP,structure-only,2147978548,2332,2147990920,2332
US,JP,structure-only,2147981348,352,2147993720,352
US,JP,structure-only,2147982544,1348,2147994916,1348
US,JP,structure-only,2147983892,272,2147996264,272
US,JP,structure-only,2147984164,624,2147996536,624
US,JP,structure-only,2147985140,640,2147998632,640
US,JP,structure-only,2147987860,1372,2148001352,1372
US,JP,structure-only,2147989232,640,2148002724,640
US,JP,structure-only,2147989872,712,2148003364,712
US,JP,structure-only,2147990584,1036,2148004076,1036
US,JP,structure-only,2147992552,360,2148006044,360
US,JP,structure-only,2147993168,464,2148006660,464
US,JP,structure-only,2147995644,548,2148008752,548
US,JP,structure-only,2147996192,636,2148009300,636
US,JP,structure-only,2147997840,1396,2148010948,1396
US,JP,structure-only,2147999404,32,2148012512,32
US,JP,structure-only,2148001600,1764,2148014980,1764
US,JP,structure-only,2148007840,704,2148021220,704
US,JP,structure-only,2148008576,632,2147997576,632
US,JP,structure-only,2148009280,224,2148021924,224
US,JP,structure-only,2148009704,148,2148022348,148
US,JP,structure-only,2148009852,112,2148022496,112
US,JP,structure-only,2148010048,128,2148022692,128
US,JP,structure-only,2148010240,64,2148022884,64
US,JP,unique-in-base,2147558808,3548,,
US,JP,unique-in-base,2147562564,404,,
US,JP,unique-in-base,2147564568,12008,,
US,JP,unique-in-base,2147599200,192,,
US,JP,unique-in-base,2147601844,484,,
US,JP,unique-in-base,2147622036,268,,
US,JP,unique-in-base,2147623924,220,,
US,JP,unique-in-base,2147624188,892,,
US,JP,unique-in-base,2147625264,516,,
US,JP,unique-in-base,2147631100,112,,
US,JP,unique-in-base,2147635628,92,,
US,JP,unique-in-base,2147636240,420,,
US,JP,unique-in-base,2147636660,356,,
US,JP,unique-in-base,2147637332,1212,,
US,JP,unique-in-base,2147638808,1208,,
US,JP,unique-in-base,2147641500,584,,
US,JP,unique-in-base,2147650492,188,,
US,JP,unique-in-base,2147655552,496,,
US,JP,unique-in-base,2147656048,1228,,
US,JP,unique-in-base,2147657520,680,,
US,JP,unique-in-base,2147661008,56,,
US,JP,unique-in-base,2147666920,832,,
US,JP,unique-in-base,2147667752,464,,
US,JP,unique-in-base,2147668724,472,,
US,JP,unique-in-base,2147669332,296,,
US,JP,unique-in-base,2147669628,1488,,
US,JP,unique-in-base,2147671212,120,,
US,JP,unique-in-base,2147671624,1264,,
US,JP,unique-in-base,2147677684,1588,,
US,JP,unique-in-base,2147691344,212,,
US,JP,unique-in-base,2147693336,348,,
US,JP,unique-in-base,2147694096,4708,,
US,JP,unique-in-base,2147699040,100,,
US,JP,unique-in-base,2147700052,2352,,
US,JP,unique-in-base,2147704432,7044,,
US,JP,unique-in-base,2147711476,460,,
US,JP,unique-in-base,2147712416,7260,,
US,JP,unique-in-base,2147721128,780,,
US,JP,unique-in-base,2147722236,2796,,
US,JP,unique-in-base,2147725552,484,,
US,JP,unique-in-base,2147730460,252,,
US,JP,unique-in-base,2147730828,2544,,
US,JP,unique-in-base,2147737004,1164,,
US,JP,unique-in-base,2147738168,100,,
US,JP,unique-in-base,2147738268,168,,
US,JP,unique-in-base,2147738436,472,,
US,JP,unique-in-base,2147738908,128,,
US,JP,unique-in-base,2147748024,3132,,
US,JP,unique-in-base,2147751156,1936,,
US,JP,unique-in-base,2147754900,576,,
US,JP,unique-in-base,2147761156,12,,
US,JP,unique-in-base,2147768812,304,,
US,JP,unique-in-base,2147769116,308,,
US,JP,unique-in-base,2147769424,352,,
US,JP,unique-in-base,2147769776,1620,,
US,JP,unique-in-base,2147771396,84,,
US,JP,unique-in-base,2147771480,220,,
US,JP,unique-in-base,2147771700,728,,
US,JP,unique-in-base,2147775184,1928,,
US,JP,unique-in-base,2147782188,176,,
US,JP,unique-in-base,2147782412,6908,,
US,JP,unique-in-base,2147789408,2236,,
US,JP,unique-in-base,2147796316,1356,,
US,JP,unique-in-base,2147806636,2792,,
US,JP,unique-in-base,2147809428,324,,
US,JP,unique-in-base,2147813344,792,,
US,JP,unique-in-base,2147823512,4864,,
US,JP,unique-in-base,2147832052,432,,
US,JP,unique-in-base,2147833920,2108,,
US,JP,unique-in-base,2147836028,420,,
US,JP,unique-in-base,2147836668,4052,,
US,JP,unique-in-base,2147843140,36,,
US,JP,unique-in-base,2147843212,3084,,
US,JP,unique-in-base,2147846752,324,,
US,JP,unique-in-base,2147847076,168,,
US,JP,unique-in-base,2147855356,1224,,
US,JP,unique-in-base,2147863076,760,,
US,JP,unique-in-base,2147883036,4952,,
US,JP,unique-in-base,2147890740,768,,
US,JP,unique-in-base,2147894632,1660,,
US,JP,unique-in-base,2147896376,860,,
US,JP,unique-in-base,2147993664,48,,
US,JP,unique-in-base,2147994064,520,,
US,JP,unique-in-base,2147999436,2164,,
US,JP,unique-in-base,2148010384,52848,,
US,JP,unique-in-target,,,2147558660,2468
US,JP,unique-in-target,,,2147561128,468
US,JP,unique-in-target,,,2147561596,240
US,JP,unique-in-target,,,2147561836,364
US,JP,unique-in-target,,,2147562200,372
US,JP,unique-in-target,,,2147562572,436
US,JP,unique-in-target,,,2147563008,148
US,JP,unique-in-target,,,2147563156,400
US,JP,unique-in-target,,,2147563996,3640
US,JP,unique-in-target,,,2147567844,412
US,JP,unique-in-target,,,2147569856,11996
US,JP,unique-in-target,,,2147604476,192
US,JP,unique-in-target,,,2147607120,516
US,JP,unique-in-target,,,2147627344,224
US,JP,unique-in-target,,,2147629188,168
US,JP,unique-in-target,,,2147629356,320
US,JP,unique-in-target,,,2147629720,224
US,JP,unique-in-target,,,2147629944,1656
US,JP,unique-in-target,,,2147631784,532
US,JP,unique-in-target,,,2147642052,100
US,JP,unique-in-target,,,2147642672,472
US,JP,unique-in-target,,,2147643144,364
US,JP,unique-in-target,,,2147643824,976
US,JP,unique-in-target,,,2147645064,900
US,JP,unique-in-target,,,2147647448,752
US,JP,unique-in-target,,,2147656608,168
US,JP,unique-in-target,,,2147656776,76
US,JP,unique-in-target,,,2147661724,852
US,JP,unique-in-target,,,2147662576,1312
US,JP,unique-in-target,,,2147664132,728
US,JP,unique-in-target,,,2147667668,48
US,JP,unique-in-target,,,2147673572,860
US,JP,unique-in-target,,,2147674432,628
US,JP,unique-in-target,,,2147675568,476
US,JP,unique-in-target,,,2147676180,312
US,JP,unique-in-target,,,2147676492,1540
US,JP,unique-in-target,,,2147678128,132
US,JP,unique-in-target,,,2147678260,132
US,JP,unique-in-target,,,2147678684,1344
US,JP,unique-in-target,,,2147684824,1616
US,JP,unique-in-target,,,2147698512,160
US,JP,unique-in-target,,,2147700452,412
US,JP,unique-in-target,,,2147701276,4800
US,JP,unique-in-target,,,2147706312,108
US,JP,unique-in-target,,,2147707332,2940
US,JP,unique-in-target,,,2147712300,6536
US,JP,unique-in-target,,,2147719316,5708
US,JP,unique-in-target,,,2147726476,816
US,JP,unique-in-target,,,2147727620,2928
US,JP,unique-in-target,,,2147731068,480
US,JP,unique-in-target,,,2147735972,108
US,JP,unique-in-target,,,2147736080,112
US,JP,unique-in-target,,,2147736192,72
US,JP,unique-in-target,,,2147736380,3032
US,JP,unique-in-target,,,2147743156,240
US,JP,unique-in-target,,,2147743396,1392
US,JP,unique-in-target,,,2147744788,116
US,JP,unique-in-target,,,2147744904,180
US,JP,unique-in-target,,,2147745084,484
US,JP,unique-in-target,,,2147745568,152
US,JP,unique-in-target,,,2147754708,3028
US,JP,unique-in-target,,,2147757736,1976
US,JP,unique-in-target,,,2147761520,468
US,JP,unique-in-target,,,2147761988,108
US,JP,unique-in-target,,,2147775432,264
US,JP,unique-in-target,,,2147775696,304
US,JP,unique-in-target,,,2147776000,352
US,JP,unique-in-target,,,2147776352,1568
US,JP,unique-in-target,,,2147777920,112
US,JP,unique-in-target,,,2147778032,320
US,JP,unique-in-target,,,2147778352,744
US,JP,unique-in-target,,,2147781852,2040
US,JP,unique-in-target,,,2147788968,208
US,JP,unique-in-target,,,2147789224,7800
US,JP,unique-in-target,,,2147797112,2820
US,JP,unique-in-target,,,2147804604,436
US,JP,unique-in-target,,,2147805040,2872
US,JP,unique-in-target,,,2147816876,3324
US,JP,unique-in-target,,,2147820200,348
US,JP,unique-in-target,,,2147824140,800
US,JP,unique-in-target,,,2147834316,1288
US,JP,unique-in-target,,,2147835604,4136
US,JP,unique-in-target,,,2147843416,400
US,JP,unique-in-target,,,2147845252,2112
US,JP,unique-in-target,,,2147847364,420
US,JP,unique-in-target,,,2147848004,4344
US,JP,unique-in-target,,,2147854840,3088
US,JP,unique-in-target,,,2147858384,324
US,JP,unique-in-target,,,2147858708,192
US,JP,unique-in-target,,,2147867012,1480
US,JP,unique-in-target,,,2147874988,792
US,JP,unique-in-target,,,2147894980,4980
US,JP,unique-in-target,,,2147902712,904
US,JP,unique-in-target,,,2147906740,1676
US,JP,unique-in-target,,,2147908500,984
US,JP,unique-in-target,,,2147962724,92
US,JP,unique-in-target,,,2147972736,16
US,JP,unique-in-target,,,2147972768,16
US,JP,unique-in-target,,,2147997496,16
US,JP,unique-in-target,,,2148007140,552
US,JP,unique-in-target,,,2148012544,2436
US,JP,unique-in-target,,,2148023028,54540
US,PAL,address-shift-only,2147599392,80,2147599412,80
US,PAL,address-shift-only,2147602628,1356,2147602692,1356
US,PAL,address-shift-only,2147603984,364,2147604048,364
US,PAL,address-shift-only,2147610084,364,2147610148,364
US,PAL,address-shift-only,2147611676,608,2147611740,608
US,PAL,address-shift-only,2147612284,116,2147612348,116
US,PAL,address-shift-only,2147612400,256,2147612464,256
US,PAL,address-shift-only,2147612968,792,2147613032,792
US,PAL,address-shift-only,2147614820,720,2147614884,720
US,PAL,address-shift-only,2147620096,148,2147620160,148
US,PAL,address-shift-only,2147620244,488,2147620308,488
US,PAL,address-shift-only,2147620732,280,2147620796,280
US,PAL,address-shift-only,2147621568,212,2147621632,212
US,PAL,address-shift-only,2147622304,124,2147622324,124
US,PAL,address-shift-only,2147622428,140,2147622448,140
US,PAL,address-shift-only,2147624144,44,2147624184,44
US,PAL,address-shift-only,2147625080,76,2147625640,76
US,PAL,address-shift-only,2147625780,96,2147626356,96
US,PAL,address-shift-only,2147626416,276,2147626992,276
US,PAL,address-shift-only,2147626692,400,2147627268,400
US,PAL,address-shift-only,2147627092,316,2147627668,316
US,PAL,address-shift-only,2147629632,780,2147630208,780
US,PAL,address-shift-only,2147633216,124,2147633680,124
US,PAL,address-shift-only,2147633340,184,2147633804,184
US,PAL,address-shift-only,2147635720,152,2147636192,152
US,PAL,address-shift-only,2147640016,208,2147640004,208
US,PAL,address-shift-only,2147642352,52,2147642508,52
US,PAL,address-shift-only,2147642404,148,2147642560,148
US,PAL,address-shift-only,2147642552,60,2147642708,60
US,PAL,address-shift-only,2147648616,44,2147648772,44
US,PAL,address-shift-only,2147648660,60,2147648816,60
US,PAL,address-shift-only,2147649544,60,2147649788,60
US,PAL,address-shift-only,2147649604,60,2147649848,60
US,PAL,address-shift-only,2147658764,136,2147659008,136
US,PAL,address-shift-only,2147673436,112,2147674084,112
US,PAL,address-shift-only,2147673744,148,2147674392,148
US,PAL,address-shift-only,2147673892,60,2147674540,60
US,PAL,address-shift-only,2147673952,92,2147674600,92
US,PAL,address-shift-only,2147674560,132,2147675208,132
US,PAL,address-shift-only,2147674692,116,2147675340,116
US,PAL,address-shift-only,2147684052,264,2147684728,264
US,PAL,address-shift-only,2147684316,128,2147684992,128
US,PAL,address-shift-only,2147684444,120,2147685120,120
US,PAL,address-shift-only,2147684564,88,2147685240,88
US,PAL,address-shift-only,2147684652,64,2147685328,64
US,PAL,address-shift-only,2147685896,300,2147686572,300
US,PAL,address-shift-only,2147686212,68,2147686888,68
US,PAL,address-shift-only,2147686280,68,2147686956,68
US,PAL,address-shift-only,2147686372,136,2147687048,136
US,PAL,address-shift-only,2147686508,272,2147687184,272
US,PAL,address-shift-only,2147687512,32,2147688252,32
US,PAL,address-shift-only,2147689528,96,2147690280,96
US,PAL,address-shift-only,2147726036,96,2147725236,96
US,PAL,address-shift-only,2147729992,200,2147729192,200
US,PAL,address-shift-only,2147734312,80,2147733740,80
US,PAL,address-shift-only,2147734392,232,2147733820,232
US,PAL,address-shift-only,2147734624,132,2147734052,132
US,PAL,address-shift-only,2147735344,168,2147734772,168
US,PAL,address-shift-only,2147736404,68,2147735832,68
US,PAL,address-shift-only,2147742860,56,2147742288,56
US,PAL,address-shift-only,2147742916,204,2147742344,204
US,PAL,address-shift-only,2147753468,36,2147752896,36
US,PAL,address-shift-only,2147753732,84,2147753160,84
US,PAL,address-shift-only,2147753816,156,2147753244,156
US,PAL,address-shift-only,2147754824,76,2147754252,76
US,PAL,address-shift-only,2147755476,292,2147754904,292
US,PAL,address-shift-only,2147756304,100,2147755732,100
US,PAL,address-shift-only,2147756404,280,2147755832,280
US,PAL,address-shift-only,2147756684,376,2147756112,376
US,PAL,address-shift-only,2147757648,672,2147757076,672
US,PAL,address-shift-only,2147766008,152,2147765436,152
US,PAL,address-shift-only,2147766868,404,2147766296,404
US,PAL,address-shift-only,2147767272,332,2147766700,332
US,PAL,address-shift-only,2147767604,284,2147767032,284
US,PAL,address-shift-only,2147767888,60,2147767316,60
US,PAL,address-shift-only,2147774516,356,2147773976,356
US,PAL,address-shift-only,2147791644,84,2147791444,84
US,PAL,address-shift-only,2147791728,52,2147791528,52
US,PAL,address-shift-only,2147791900,84,2147791700,84
US,PAL,address-shift-only,2147830280,112,2147830260,112
US,PAL,address-shift-only,2147848204,100,2147848452,100
US,PAL,address-shift-only,2147856580,48,2147856828,48
US,PAL,address-shift-only,2147882556,116,2147882836,116
US,PAL,address-shift-only,2147882672,284,2147882952,284
US,PAL,address-shift-only,2147882956,80,2147883236,80
US,PAL,address-shift-only,2147910644,444,2147910924,444
US,PAL,address-shift-only,2147916720,276,2147917000,276
US,PAL,address-shift-only,2147917424,156,2147917704,156
US,PAL,address-shift-only,2147917580,136,2147917860,136
US,PAL,address-shift-only,2147923144,448,2147923424,448
US,PAL,address-shift-only,2147924012,2680,2147924292,2680
US,PAL,address-shift-only,2147926692,212,2147926972,212
US,PAL,address-shift-only,2147926960,128,2147927240,128
US,PAL,address-shift-only,2147930260,452,2147930540,452
US,PAL,address-shift-only,2147931080,220,2147931360,220
US,PAL,address-shift-only,2147932060,200,2147932340,200
US,PAL,address-shift-only,2147932260,228,2147932540,228
US,PAL,address-shift-only,2147932488,264,2147932768,264
US,PAL,address-shift-only,2147932752,300,2147933032,300
US,PAL,address-shift-only,2147940776,1120,2147941056,1120
US,PAL,address-shift-only,2147942000,1044,2147942280,1044
US,PAL,address-shift-only,2147943304,920,2147943584,920
US,PAL,address-shift-only,2147944224,300,2147944504,300
US,PAL,address-shift-only,2147944524,260,2147944804,260
US,PAL,address-shift-only,2147948968,32,2147949248,32
US,PAL,address-shift-only,2147948968,32,2147949300,32
US,PAL,address-shift-only,2147948968,32,2147950428,32
US,PAL,address-shift-only,2147949020,32,2147949248,32
US,PAL,address-shift-only,2147949020,32,2147949300,32
US,PAL,address-shift-only,2147949020,32,2147950428,32
US,PAL,address-shift-only,2147950048,32,2147950328,32
US,PAL,address-shift-only,2147950048,32,2147950360,32
US,PAL,address-shift-only,2147950080,32,2147950328,32
US,PAL,address-shift-only,2147950080,32,2147950360,32
US,PAL,address-shift-only,2147950112,36,2147950392,36
US,PAL,address-shift-only,2147950148,32,2147949248,32
US,PAL,address-shift-only,2147950148,32,2147949300,32
US,PAL,address-shift-only,2147950148,32,2147950428,32
US,PAL,address-shift-only,2147950712,192,2147950992,192
US,PAL,address-shift-only,2147952016,32,2147952296,32
US,PAL,address-shift-only,2147953588,116,2147953868,116
US,PAL,address-shift-only,2147953752,64,2147954032,64
US,PAL,address-shift-only,2147969088,48,2147969368,48
US,PAL,address-shift-only,2147969136,32,2147969416,32
US,PAL,address-shift-only,2147969296,128,2147969576,128
US,PAL,address-shift-only,2147974456,192,2147975516,192
US,PAL,address-shift-only,2147974712,112,2147975772,112
US,PAL,address-shift-only,2147974888,108,2147975948,108
US,PAL,address-shift-only,2147974996,56,2147976056,56
US,PAL,address-shift-only,2147975052,44,2147976112,44
US,PAL,address-shift-only,2147975160,64,2147976220,64
US,PAL,address-shift-only,2147978216,332,2147979276,332
US,PAL,address-shift-only,2147987756,104,2147988816,104
US,PAL,address-shift-only,2147993664,48,2147994724,48
US,PAL,address-shift-only,2147997028,132,2147998088,132
US,PAL,address-shift-only,2148010304,48,2148011636,48
US,PAL,constants-only,2147558368,96,2147558400,96
US,PAL,constants-only,2147558464,288,2147558496,288
US,PAL,constants-only,2147558760,48,2147558792,48
US,PAL,constants-only,2147558808,3548,2147558840,3548
US,PAL,constants-only,2147562356,208,2147562388,208
US,PAL,constants-only,2147562968,608,2147563008,608
US,PAL,constants-only,2147563576,568,2147563616,568
US,PAL,constants-only,2147564144,424,2147564184,424
US,PAL,constants-only,2147576576,968,2147576604,968
US,PAL,constants-only,2147577544,356,2147577572,356
US,PAL,constants-only,2147577900,312,2147577928,312
US,PAL,constants-only,2147578212,436,2147578240,436
US,PAL,constants-only,2147578648,692,2147578676,692
US,PAL,constants-only,2147579340,4176,2147579368,4176
US,PAL,constants-only,2147584024,144,2147584052,144
US,PAL,constants-only,2147584168,624,2147584196,624
US,PAL,constants-only,2147584792,520,2147584820,520
US,PAL,constants-only,2147585312,124,2147585340,124
US,PAL,constants-only,2147585436,156,2147585464,156
US,PAL,constants-only,2147585592,136,2147585620,136
